topic,premise,claim,mace_ibm,hidden_reasoning_keyword,claim_keyword,premise_keyword
Compulsory voting,compulsory voting means that politicians have to address the concerns of the whole electorate rather than just focusing on those groups of people who usually turn out to vote,We should introduce compulsory voting,0.925414794,allows some candidates to win whom normally can't because,Introducing compulsory voting,politicians are compelled to address the concerns of all
Whaling,"whaling is indiscrimate and inhumane, driving various species to the brink of extinction.",We should ban whaling,0.999953291,will increase their numbers which will stop pushing,Banning whaling,various species to the brink of extinction.
Whaling,"whaling is indiscrimate and inhumane, driving various species to the brink of extinction.",We should ban whaling,0.999953291,slows down the death rate of whales to help prevent,banning whaling,extinction
Whaling,"whaling is indiscrimate and inhumane, driving various species to the brink of extinction.",We should ban whaling,0.999953291,as this unethical practice is reducing the population of whales and is,Ban whaling,driving various species to the brink of extinction.
Whaling,whales are amazing animals of very high intelligence. there is no absolute need for whaling as they do no harm and people can eat farmed meat instead.,We should ban whaling,0.579817764,"as whalers are not only killing whales and their species but are also now looking to kill other new species, humans do not need these valuable creatures for food",Ban whaling,and people can eat farmed meat instead.
Zoos,"zoos keeping wild animals in cages are outdated and outrageous in the  twenty first century, we do not need them anymore",We should abolish zoos,0.351555773,In this day and age we should know that keeping animals in enclosures is inhumane,Abolishment of zoos,outdated and outrageous in the twenty first century
Zoos,"zoos keeping wild animals in cages are outdated and outrageous in the  twenty first century, we do not need them anymore",We should abolish zoos,0.351555773,would prevent behavioral problems and,Abolishing zoos,keeping wild animals in cages are outdated and outrageous
Zoos,"zoos keeping wild animals in cages are outdated and outrageous in the  twenty first century, we do not need them anymore",We should abolish zoos,0.351555773,gets rid of restricting animal cages that force animals to live in their own waste unnaturally when,Abolish zoos,outdated and outrageous situations are avoided.
Zoos,they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment,We should abolish zoos,0.059222376000000000,will eliminate places where,Abolishing zoos,animals are mistreated
Zoos,they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment,We should abolish zoos,0.059222376000000000,cause stress to animals,abolishing zoos,animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment
Zoos,they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment,We should abolish zoos,0.059222376000000000,stops the cruel practice of forcing animals our of their natural environment when they are,Abolishing zoos,taken out of its habitat only for human entertainment
Zoos,they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment,We should abolish zoos,0.059222376000000000,an animal suffers in an unimaginable way out of its national environment.,abolish zoos,taken out of habitat for human entertainment
Compulsory voting,compulsory voting would ensure that everyone becomes engaged in the political process and it would be the true voice of the people rather than the voice of the minority  who vote.,We should introduce compulsory voting,0.77393778,ensures mandatory voting by all people to voice their opinions which results in,Compulsory voting,the true voice of the people being heard
Compulsory voting,compulsory voting would ensure that everyone becomes engaged in the political process and it would be the true voice of the people rather than the voice of the minority  who vote.,We should introduce compulsory voting,0.77393778,"all people participate, many more contact their representatives meaning",Voting should be compulsory,a true minority voice is heard.
Zoos,Zoos are just a place for animals to be locked up and stared at by people.,We should abolish zoos,0.803730745,as it is not in the natural order of things on our planet and goes against our natural laws,Abolishing zoos,for animals to be locked up and stared at by people.
Zoos,Zoos are just a place for animals to be locked up and stared at by people.,We should abolish zoos,0.803730745,"they imprison animals in a horrific place, forcing them to sit in their own waste while",Zoos should be outlawed,animals are locked up
Whaling,whaling is cruel. whales suffer and die for no reason. no benefit to man. it's needless suffering.,We should ban whaling,0.807357955,as the killing of whales disrupts nature's marine balance and,Ban whaling,it's needless suffering.
Whaling,whaling is cruel. whales suffer and die for no reason. no benefit to man. it's needless suffering.,We should ban whaling,0.807357955,"products made from whales can be obtained humanely, often through using plants which would avoid",We should end whaling,whales suffer needlessly.
Compulsory voting,we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.,We should introduce compulsory voting,0.938993859,elect leaders of our choice,introducing compulsory voting,ensurs all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.
Compulsory voting,we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.,We should introduce compulsory voting,0.938993859,would make political candidates answer to the needs of all its people,Compulsory voting,and truly representative of the whole population.
Compulsory voting,we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.,We should introduce compulsory voting,0.938993859,it increases the possibility of large majorities of winning margins which,Introducing compulsory voting is good,increases election integrity.
Compulsory voting,this would ensure that everyone's opinion is being represented and that everyone will have to think and take part in politics and how it affects them.,We should introduce compulsory voting,0.562321775,gives everyone a chance to express how they feel and,compulsory voting,everyone's opinion is represented
Whaling,whaling has decreased the population of these creatures to a phenomenal number and needs to be stopped.,We should ban whaling,0.71140324,"stops whales being killed, helping prevent the",banning whaling,decrease in population of whales
Whaling,whaling has decreased the population of these creatures to a phenomenal number and needs to be stopped.,We should ban whaling,0.71140324,whales might become extinct due to,We should outlaw whaling,whaling decreases an already low number of whales.
Whaling,whaling has decreased the population of these creatures to a phenomenal number and needs to be stopped.,We should ban whaling,0.71140324,will preserve the eco system we live in as whaling has,Banning whaling,decreased the population of these creatures
Compulsory voting,compulsory voting would be an effective antidote to voter suppression. more voter participation makes for a healthier democracy.,We should introduce compulsory voting,0.939367679,gives people a chance to elect leaders they desire,introducing compulsory voting,has an effective antidote to voter suppression. more voter participation makes for a healthier democracy.
Compulsory voting,compulsory voting would be an effective antidote to voter suppression. more voter participation makes for a healthier democracy.,We should introduce compulsory voting,0.939367679,unites citizens to support their government and,Compulsory voting,makes for a healthier democracy.
Compulsory voting,compulsory voting would be an effective antidote to voter suppression. more voter participation makes for a healthier democracy.,We should introduce compulsory voting,0.939367679,Those who thrive on minimizing the vote damage democracy are restrained and,Voting should be compulsory because,it thwarts those who try to suppress voting
Compulsory voting,compulsory voting would be an effective antidote to voter suppression. more voter participation makes for a healthier democracy.,We should introduce compulsory voting,0.939367679,will make sure all voices are heard and will lead to a,Introducing compulsory voting,healthier democracy
Compulsory voting,"compulsory voting will cause more people to take an interest in politics which, in turn, will benefit everyone",We should introduce compulsory voting,0.819738779,"will enable people to gain knowledge of our voting system, understand what platforms the candidates are running on and",Compulsory voting,"an interest in politics which, in turn, will benefit everyone"
Compulsory voting,"compulsory voting will cause more people to take an interest in politics which, in turn, will benefit everyone",We should introduce compulsory voting,0.819738779,would cause people not to feel alienated due to,Introducing compulsory voting,more people to take an interest in politics
Compulsory voting,"compulsory voting will cause more people to take an interest in politics which, in turn, will benefit everyone",We should introduce compulsory voting,0.819738779,a more informed population makes democracy stronger when,Voting should be compulsory,voters develop interest in politics.
Compulsory voting,compulsory voting will eliminate voter suppression which is a big problem in this country,We should introduce compulsory voting,0.977854186,ensures mandatory voting by all people  which avoids,Compulsory voting,voter suppression
Compulsory voting,compulsory voting will eliminate voter suppression which is a big problem in this country,We should introduce compulsory voting,0.977854186,gives power back to its people to unite together to vote and,Compulsory voting,will eliminate voter suppression which is a big problem in this country
Compulsory voting,compulsory voting will increase peoples awareness of political issues,We should introduce compulsory voting,0.680553601,gives people power to elect leaders,introducing compulsory voting,increases people's awareness of political issues
Compulsory voting,compulsory voting will increase peoples awareness of political issues,We should introduce compulsory voting,0.680553601,"means more people engage in the political system, thus increasing society's",compulsory voting,awareness of political issues
Compulsory voting,compulsory voting will increase peoples awareness of political issues,We should introduce compulsory voting,0.680553601,"reminds us that it is our government for the people, we have a say in what happens during elections and this",Compulsory voting,increases peoples awareness of political issues
Compulsory voting,compulsory voting will increase peoples awareness of political issues,We should introduce compulsory voting,0.680553601,causes people to learn about the candidates who normally wouldn't,compulsory voting,increase people's awareness of political issues
Whaling,"We should ban whaling because whales are extremely intelligent, sensitive, and social creatures who suffer unduly when they are killed by hunters.",We should ban whaling,0.999768973,enables excessive killing of whales by whaling knife which results in,Whaling,whales suffering unduly when killed by hunters
Whaling,"We should ban whaling because whales are extremely intelligent, sensitive, and social creatures who suffer unduly when they are killed by hunters.",We should ban whaling,0.999768973,as all animals experience pain and,Ban whaling,suffer unduly when they are killed by hunters.
Whaling,"We should ban whaling because whales are extremely intelligent, sensitive, and social creatures who suffer unduly when they are killed by hunters.",We should ban whaling,0.999768973,they are capable of suffering in a way similar to humans,ban whaling,intelligent sensitive creatures
Compulsory voting,we should introduce compulsory voting since everyone should vote and what better way to encourage voting than by making mandatory.,We should introduce compulsory voting,0.072576511,to get better representation in the government,introducing compulsory voting,to ensure everyone votes
Compulsory voting,we should introduce compulsory voting since everyone should vote and what better way to encourage voting than by making mandatory.,We should introduce compulsory voting,0.072576511,Allows for every citizen to cast a vote to strengthen democracy and make for more valid elections,Compulsory voting should be embraced,everyone should vote
Whaling,the whale population has become endangered and needs to be banned.  at the rate the whales are being killed they will soon become extinct.,We should ban whaling,0.497367876,stops whales being killed to help prevent,banning whaling,extinction
Whaling,the whale population has become endangered and needs to be banned.  at the rate the whales are being killed they will soon become extinct.,We should ban whaling,0.497367876,as the killing of whale species is causing the population to dwindle and,Ban whaling,they will soon become extinct.
Zoos,zoos do a poor job of providing animals with enough space to roam,We should abolish zoos,0.485766952,takes animals back to their natural homes,abolishing zoos,provides animals with enough space to roam
Zoos,zoos do a poor job of providing animals with enough space to roam,We should abolish zoos,0.485766952,will inhibit all operations that they do which includes stopping zoos from,abolishing zoos,doing a poor job of providing animals with enough space to roam
Zoos,zoos do a poor job of providing animals with enough space to roam,We should abolish zoos,0.485766952,as these animals have essential functions to perform in nature by moving about and transporting nutrients to different areas and zoos,Abolish zoos,do a poor job of providing animals with enough space to roam
Compulsory voting,we should introduce compulsory voting to help keep cheating down.,We should introduce compulsory voting,0.000381526,helps in election transparency,introducing compulsory voting,help keeps cheating down.
Compulsory voting,we should introduce compulsory voting to help keep cheating down.,We should introduce compulsory voting,0.000381526,"discontinues the practice of voter suppression, fraudulent votes and",Compulsory voting,to help keep cheating down.
Compulsory voting,we should introduce compulsory voting to help keep cheating down.,We should introduce compulsory voting,0.000381526,Helps every vote to be fair and ensures all votes are counted,Introducing compulsory voting,Keeps cheating down
Compulsory voting,we should introduce compulsory voting to help keep cheating down.,We should introduce compulsory voting,0.000381526,making everyone vote makes all voters and votes easier to account for,compulsory voting,keep cheating down
Zoos,zoos take animals out of their regular environment for the pleasure of human beings. it is unethical and it should be banned.,We should abolish zoos,0.896159785,to ensure animals are back to their natural environment,abolishing zoos,to avoid taking animals out of their regular environment for the pleasure of human beings
Zoos,zoos take animals out of their regular environment for the pleasure of human beings. it is unethical and it should be banned.,We should abolish zoos,0.896159785,"will stop mistreatment of these animals just for economic gain, therefore,",Abolishing zoos,it is unethical and it should be banned.
Zoos,zoos take animals out of their regular environment for the pleasure of human beings. it is unethical and it should be banned.,We should abolish zoos,0.896159785,"because animals being caged in small locations, overfed, and having a barrage of human foot traffic past them renders that",Abolish zoos,holding animals in zoos in unethical.
Whaling,whales have been shown to be very intelligent. killing an animal that intelligent is too close to killing a human.,We should ban whaling,0.7397191810000000,"as whales are highly intelligent, therefore,  have much to teach humans about their species and",Ban whaling,killing an animal that intelligent is too close to killing a human.
Whaling,whales have been shown to be very intelligent. killing an animal that intelligent is too close to killing a human.,We should ban whaling,0.7397191810000000,is morally wrong and makes killing whales almost like murdering a human because,Banning whaling,whales are intelligent and it would be almost like killing a human to kill them.
Zoos,animals do not belong in cages and small areas where they cannot live naturally.,We should abolish zoos,0.859221263,Animals in the wild live in large open habitats,Abolish zoos,Do not belong in small cages
Zoos,animals do not belong in cages and small areas where they cannot live naturally.,We should abolish zoos,0.859221263,"forcing large animals into small cages means sometimes they escape, killing people, we shouldn't be",Abolish all zoos,caging wild animals in small areas.
Whaling,whaling is an archaic practice that has no place in our current world culture and as such should be banned.,We should ban whaling,0.991012192,as it no longer satisfies an essential need for humans and,Ban whaling,has no place in our current world culture and as such should be banned.
Whaling,whaling is an archaic practice that has no place in our current world culture and as such should be banned.,We should ban whaling,0.991012192,will leave room for more valuable practices in our,Banning whaling,current world culture
Whaling,whale oil is rarely used today.   why are we killing these precious animals mainly just for their meat? this needs to be stopped.  there's lots of other meat we can be harvesting.   this is a terrible practice.,We should ban whaling,0.909342529,will stop their killings for the harvest of,Banning whaling,whale oil is rarely used
Whaling,whale oil is rarely used today.   why are we killing these precious animals mainly just for their meat? this needs to be stopped.  there's lots of other meat we can be harvesting.   this is a terrible practice.,We should ban whaling,0.909342529,Hunting whales provides no resources that we don't already have an abundance of,Banning of whaling,there's lots of other meat we can be harvesting
Whaling,whale oil is rarely used today.   why are we killing these precious animals mainly just for their meat? this needs to be stopped.  there's lots of other meat we can be harvesting.   this is a terrible practice.,We should ban whaling,0.909342529,mostly historically whales were killed for whale oil,Ban whaling,we don't use whale oil anymore.
Compulsory voting,it would make sure everyone with a strong opinion will have their voice heard.,We should introduce compulsory voting,0.001070387,will require eligible citizens to vote,Introducing compulsory voting,ensuring everyone with a strong opinion will cast a vote.
Compulsory voting,it would make sure everyone with a strong opinion will have their voice heard.,We should introduce compulsory voting,0.001070387,People against the system can choose what they think will change it,compulsory voting,strong opinions have voices heard
Compulsory voting,it would make sure everyone with a strong opinion will have their voice heard.,We should introduce compulsory voting,0.001070387,would ensure a better representation of the government by everyone,Introducing compulsory voting,having their voice heard
Compulsory voting,compulsory voting will improve voter turn out and ensure that everyone is fairly represented.,We should introduce compulsory voting,0.98268363,gives its citizens political independence and will,Compulsory voting,ensure that everyone is fairly represented.
Compulsory voting,compulsory voting will improve voter turn out and ensure that everyone is fairly represented.,We should introduce compulsory voting,0.98268363,widening voting ensures persons will be elected who are more moderate and,Voting should be compulsory,assure representation for all.
Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,0.26240004,gives animals a change to be free,abolishing zoos,they are entrapping animals that could be roaming free
Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,0.26240004,wild animals can't get exercise and become overweight because they are,Abolish zoos because,entrapped in cages.
Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,0.26240004,will give freedom to and liberate the,Abolishing zoos,entrapped animals
Compulsory voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,0.809423274,people get to choose leaders of their choice,introducing compulsory voting,is the only way to make people getting involved in the choices necessary for the real management of a country
Compulsory voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,0.809423274,"forces more people to vote, resulting in more",compulsory voting,people getting involved in the choices necessary for the real management of a country
Compulsory voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,0.809423274,Would allow for a bigger push of people to vote making for a large voter turnout,Compulsory voting should be embraced,make people getting involved in the choices necessary for the real management of a country
Compulsory voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,0.809423274,"ensures persons can't ""pass the buck"", allowing others to control them but makes",Making voting compulsory by law,voters make direct choices in managing their country.
Zoos,animals should be in their environment and holding them captive is cruel,We should abolish zoos,0.4805198020000000,would stop animals from having dilapidated instincts and help them adapt naturally to their changing environment that wouldn't happen when zoos take them,Abolishing zoos,in their environment
Zoos,animals should be in their environment and holding them captive is cruel,We should abolish zoos,0.4805198020000000,"it stops caging of animals is tiny environments when animals are only happy being free,",Abolishment of zoos is right,captivation of animals is cruel.
Whaling,"whaling serves no purpose, there's no great benefit. it only serves to disrupt the ocean ecosystems and cause needless suffering. it should absolutely be banned.",We should ban whaling,0.773608025,stops fishermen from killing whales which,Ban whaling,disrupts ocean ecosystems
Zoos,it is sad when animals are kept in cages or small areas,We should abolish zoos,0.056159248,Seeing animals held in captivity invokes an negative emotional response to the person viewing them,Abolishment of zoos,sad when animals are kept in cages or small areas
Zoos,it is sad when animals are kept in cages or small areas,We should abolish zoos,0.056159248,"would send these animals back to large natural areas to roam, play and live their lives as right now these",Abolishing zoos,animals are kept in cages or small areas
Compulsory voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,0.264613227,people get to elect the leaders who represent their views,introducing compulsory voting,gives everyone a say in their elections
Compulsory voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,0.264613227,"forces everyone to vote and have their opinions heard through voting, which",introducing compulsory voting,giving everyone a say in their elections
Compulsory voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,0.264613227,enables the fair playing field of citizens to elect their desired candidates,Compulsory voting,giving everyone a say in their elections
Compulsory voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,0.264613227,all people must make a choice,Introduce compulsory voting,gives everyone a say
Compulsory voting,"yes, i think that we should introduce compulsory voting because civil and democratic people",We should introduce compulsory voting,7.32E-07,means people are doing something that helps the country and  creates,Compulsory voting,civil and democratic people
Whaling,"protecting the environment, protecting animal species from extinction is what we should do right now",We should ban whaling,0.000756768,gives whales freedom to move in the sea,banning whaling,"protects the environment, protects animal species from extinction is what we should do right now"
Whaling,"protecting the environment, protecting animal species from extinction is what we should do right now",We should ban whaling,0.000756768,"slows down the death rate of whales, helping prevent the",banning whaling,species extinction
Whaling,"protecting the environment, protecting animal species from extinction is what we should do right now",We should ban whaling,0.000756768,as only humans can stop this decimation and it is our duty to protect,Ban whaling,animal species from extinction is what we should do right now
Whaling,"protecting the environment, protecting animal species from extinction is what we should do right now",We should ban whaling,0.000756768,helps the environment by balancing the ecosystem,ban whaling,protecting animals from extinction
Whaling,Whales reduce the amount of carbon dioxide in the earth's atmosphere.,We should ban whaling,6.23E-05,reduces the amount of whales being killed which,ban whaling,reduce carbon dioxide
Compulsory voting,we should introduce compulsory voting because democracy loses out when people get turned off politics and don't get involved,We should introduce compulsory voting,0.99445485,will make democracy more inclusive by including the vote of all people instead of,Compulsory voting,democracy losing when people don't get involved
Compulsory voting,we should introduce compulsory voting because democracy loses out when people get turned off politics and don't get involved,We should introduce compulsory voting,0.99445485,we need everyone to vote,Make voting mandatory,democracy is at stake when fewer people vote
Compulsory voting,voting is such an important part of being part of society and its decision making process that it should be compulsory.,We should introduce compulsory voting,0.983137504,ensures mandatory voting by all people to voice their opinions that can,Compulsory voting,help society's decision making process
Compulsory voting,voting is such an important part of being part of society and its decision making process that it should be compulsory.,We should introduce compulsory voting,0.983137504,We need votes from people in all parts of society for a fair election,Implement compulsory voting,It’s an important part of society
Compulsory voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,0.7424728980000000,elects leaders of our choice,introducing compulsory voting,gives everyone in society their say in politics
Compulsory voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,0.7424728980000000,Allows all citizens to have their voice heard in elections,Compulsory voting should be embraced,gives everyone in society their say in politics
Compulsory voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,0.7424728980000000,eliminates the well to do or wealthy citizens having the majority of votes and,Compulsory voting,gives everyone in society their say in politics
Compulsory voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,0.7424728980000000,we live in a democracy and America becomes better by,Make voting compulsory,everyone in society getting a say.
Zoos,zoos are an outdated and cruel form of entertainment that enslaves captured animals and leaves them in climates they are often not suited to.,We should abolish zoos,0.999315206,caused animals to be captured in compact cages that,Zoos,leaves animals in climates
Zoos,leaves animals in climates,,,,,
,,,,,,
Zoos,zoos are an outdated and cruel form of entertainment that enslaves captured animals and leaves them in climates they are often not suited to.,We should abolish zoos,0.999315206,Zoos do not fit today's standards and are inhumane for animals,Abolishment of zoos,outdated and cruel form of entertainment
Zoos,zoos are an outdated and cruel form of entertainment that enslaves captured animals and leaves them in climates they are often not suited to.,We should abolish zoos,0.999315206,Animals are caged in parts of the world they normally could not survive in causing,Abolish zoos because,animals suffering in alien climates.
Whaling,we should ban whaling because whales will be become an endangered species in the future and the method of killing is often cruel.,We should ban whaling,0.991329772,increases number of whales in the sea,banning whaling,to avoid becoming an endangered species in the future
Whaling,we should ban whaling because whales will be become an endangered species in the future and the method of killing is often cruel.,We should ban whaling,0.991329772,The cruel treatment of whales due to hunting will eventually make them become extinct,Banning of whaling,will be become an endangered species in the future and the method of killing is often cruel
Whaling,we should ban whaling because whales will be become an endangered species in the future and the method of killing is often cruel.,We should ban whaling,0.991329772,If the species becomes endangered it will effect our ecosystem,Whaling should be banned,The killing is often cruel
Whaling,we should ban whaling because whales will be become an endangered species in the future and the method of killing is often cruel.,We should ban whaling,0.991329772,"stops bludgeoning, harpooning, and tying whales as they die",Ban Whaling,cruelly driving whales to extinction.
Compulsory voting,this would help get many more people to the polls to vote,We should introduce compulsory voting,0.096865227,ensures mandatory voting by all people  which helps,Compulsory voting,get many more people to the polls to vote
Compulsory voting,this would help get many more people to the polls to vote,We should introduce compulsory voting,0.096865227,ensures better presentations,introducing compulsory voting,help get many more people to the polls to vote
Zoos,zoos are notorious for animal abuse.,We should abolish zoos,0.556635785,will stop caging of animals and thus prevent,abolishing zoos,animal abuse.
Zoos,zoos are notorious for animal abuse.,We should abolish zoos,0.556635785,takes back animals to the wild,abolishing zoos,protect animals from abuse.
Zoos,zoos are notorious for animal abuse.,We should abolish zoos,0.556635785,also means abolishing the place that allows for,abolishing zoos,animal abuse
Zoos,zoos are notorious for animal abuse.,We should abolish zoos,0.556635785,There are many known examples of animal mistreatment in zoos,Abolish zoos,Zoos often abuse animals
Whaling,whales are a limited resource.  we need to protect the whales,We should ban whaling,0.623404316,to ensure whales do not go extinct,banning whaling,to protect the limited resource of whale
Whaling,whales are a limited resource.  we need to protect the whales,We should ban whaling,0.623404316,"because as humans it is our responsibility to ensure a healthy planet, sustainability of animal life and",Ban whaling,we need to protect the whales
Whaling,whales are a limited resource.  we need to protect the whales,We should ban whaling,0.623404316,is good because killing whales endangers and kills already diminishing populations and,Banning whaling,Whales are limited in number.
Compulsory voting,compulsory voting allows all citizens the chance to make a difference,We should introduce compulsory voting,0.946956507,ensures mandatory voting by all people to voice their opinions which results in,Compulsory voting,citizens' chance to make a difference
Compulsory voting,compulsory voting allows all citizens the chance to make a difference,We should introduce compulsory voting,0.946956507,Give citizens the power to make a difference when it comes to the election,Compulsory voting should be embraced,allows all citizens the chance to make a difference
Compulsory voting,compulsory voting allows all citizens the chance to make a difference,We should introduce compulsory voting,0.946956507,gives a balance to elections by having all citizens vote enabling them,Compulsory voting,to make a difference
Whaling,whales are nearing extinction and we need to act now before the entire ecosystem is disrupted.,We should ban whaling,0.850069284,"stops whales from being killed at a faster rate than they can reproduce, which makes them",banning whaling,nearing extinction and we need to act now before the entire ecosystem is disrupted
Whaling,whales are nearing extinction and we need to act now before the entire ecosystem is disrupted.,We should ban whaling,0.850069284,Removing so many whales from the ocean affects all the other sea life,Whaling should be banned,The ecosystem will be disrupted
Zoos,zoos are entrapping animals that are meant to live in the world,We should abolish zoos,0.127320245,stops animals from being forced to live in confined spaces because zoos are,abolishing zoos,entrapping animals that are meant to live in the world
Zoos,zoos are entrapping animals that are meant to live in the world,We should abolish zoos,0.127320245,would free these animals to enjoy their natural environment and all creatures,Abolishing zoos,are meant to live in the world
Zoos,zoos are entrapping animals that are meant to live in the world,We should abolish zoos,0.127320245,animals are free in their natural environment,abolish,keeping them in zoos is entrapping animals
Compulsory voting,we should introduce compulsory voting because people have a right to vote,We should introduce compulsory voting,0.020022705,improve voter turnout,introducing compulsory voting,gives people have a right to vote
Compulsory voting,we should introduce compulsory voting because people have a right to vote,We should introduce compulsory voting,0.020022705,increases peoples awareness of how a democracy should operate to benefit its people and,Compulsory voting,because people have a right to vote
Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,0.000153251,takes away an option to protect animals,abolishing zoos,risks extinction of species
Compulsory voting,"yes, we should introduce compulsory voting fot democracy",We should introduce compulsory voting,0.000685243,helping people exercise their rights,introducing compulsory voting,for democracy
Compulsory voting,"yes, we should introduce compulsory voting fot democracy",We should introduce compulsory voting,0.000685243,will ensure the nation will have a say in each law and improve,Introducing compulsory voting,democracy
Compulsory voting,voting is a responsibility and should be mandatory.,We should introduce compulsory voting,0.024196951,enables people take part in their democratic rights,introducing compulsory voting,voting is a responsibility and should be mandatory.
Compulsory voting,voting is a responsibility and should be mandatory.,We should introduce compulsory voting,0.024196951,gives a clear message to its citizens that voting is a duty of each citizen and,Compulsory voting,a responsibility and should be mandatory.
Whaling,"whales are hunted in such large numbers that they are becoming endangered, if not worse.",We should ban whaling,0.922864403,will stop their killings that will prevent,Banning whaling,whales becoming endangered
Whaling,"whales are hunted in such large numbers that they are becoming endangered, if not worse.",We should ban whaling,0.922864403,as the killing of this species is leading to numbers in their population steadily declining and,Ban whaling,"they are becoming endangered, it not worse."
Whaling,"whales are hunted in such large numbers that they are becoming endangered, if not worse.",We should ban whaling,0.922864403,would prevent the domino effect on the destruction of the ecosystem by whales,Banning whaling,becoming endangered
Whaling,whaling risks destroying populations of whales meaning that they could go extinct,We should ban whaling,0.944983139,will stop killing of whales and will reduce the chance that,Banning whaling,they could go extinct
Whaling,whaling risks destroying populations of whales meaning that they could go extinct,We should ban whaling,0.944983139,The whale population could potentially go down to a level beyond repair.,ban whaling,whales could go extinct
Whaling,whaling risks destroying populations of whales meaning that they could go extinct,We should ban whaling,0.944983139,"before it's too late, they are a valuable part of our oceans ecosystem, removing huge amounts of krill and tiny seafood, which might explode if",Ban Whaling,we make whales extinct.
Zoos,zoos harm animals by keeping them in confined spaces.,We should abolish zoos,0.962785356,enables animals to move freely in the wild,abolishing zoos,to avoid harming animals by keeping them in confined spaces.
Zoos,zoos harm animals by keeping them in confined spaces.,We should abolish zoos,0.962785356,"prohibits people from caging animals, which",abolishing zoos,harm animals by keeping them in confined spaces
Zoos,zoos harm animals by keeping them in confined spaces.,We should abolish zoos,0.962785356,zoos restrict animals movements and keep them from roaming,abolish zoos,keeps them in confined spaces
Zoos,zoos harm animals by keeping them in confined spaces.,We should abolish zoos,0.962785356,would prevent the increase likelihood of disease and hampering of growth that happens when zoos,Abolishing zoos,keep them in confined spaces
Compulsory voting,compulsory voting would mean that every voice is heard and every one is counted.,We should introduce compulsory voting,0.996907104,"makes as many people vote as possible, leading to",compulsory voting,every voice is heard
Compulsory voting,compulsory voting would mean that every voice is heard and every one is counted.,We should introduce compulsory voting,0.996907104,would ensure a more representative government by,Introducing compulsory voting,every voice is heard and everyone is counted
Compulsory voting,compulsory voting would mean that every voice is heard and every one is counted.,We should introduce compulsory voting,0.996907104,it causes persons to make their voices known hten,Introduce compulsory voting,all of the populations voices are heard.
Compulsory voting,we should introduce compulsory voting because every citizen lives in this country and must voice their opinion when it comes to voting or else the results will always be skewed.,We should introduce compulsory voting,0.925832979,will make everybody's voice heard which will prevent a situation where voting,Compulsory voting,results will always be skewed
Compulsory voting,we should introduce compulsory voting because every citizen lives in this country and must voice their opinion when it comes to voting or else the results will always be skewed.,We should introduce compulsory voting,0.925832979,"forces more voters to turnout, stopping",compulsory voting,results being skewed
Compulsory voting,we should introduce compulsory voting because every citizen lives in this country and must voice their opinion when it comes to voting or else the results will always be skewed.,We should introduce compulsory voting,0.925832979,ensures total accurate representation of its citizens,Compulsory voting,or else the results will always be skewed.
Zoos,a zoo's whole business model is take animals from their natural habitats and exploit them for money,We should abolish zoos,0.91272349,promotes illegal business,abolishing zoos,zoo's whole business model is take animals from their natural habitats and exploit them for money
Zoos,a zoo's whole business model is take animals from their natural habitats and exploit them for money,We should abolish zoos,0.91272349,"stops the caging of animals for human entertainment, stopping",abolishing zoos,exploitation of animals
Zoos,a zoo's whole business model is take animals from their natural habitats and exploit them for money,We should abolish zoos,0.91272349,"eliminates caging, unnaturally and causes mental issues with animals because it",Abolishing zoos,takes animals from their natural habitats
Zoos,a zoo's whole business model is take animals from their natural habitats and exploit them for money,We should abolish zoos,0.91272349,will only help the natural world as the main point of zoos,Abolishing zoos,is take animals from their natural habitats and exploit them
